object_id,data,predicted_class
ZTF18adakvks,"[[[ 4.5151642e+02  4.8031927e+02  5.0201636e+02 ...  4.1642950e+02
    4.2542438e+02  4.2386444e+02]
  [ 4.7164148e+02  4.8549176e+02  5.0875323e+02 ...  4.2949127e+02
    4.2152747e+02  4.3472736e+02]
  [ 4.7728131e+02  4.8866058e+02  5.0159216e+02 ...  4.3752759e+02
    4.3387823e+02  4.1481744e+02]
  ...
  [ 4.2327191e+02  4.1875439e+02  4.3699469e+02 ...  4.8857343e+02
    4.4394324e+02  4.4105377e+02]
  [ 4.0073120e+02  4.3304688e+02  4.4433636e+02 ...  4.8353894e+02
    4.5603754e+02  4.3263696e+02]
  [ 4.3025323e+02  4.1788251e+02  4.1635284e+02 ...  4.7050952e+02
    4.6468677e+02  4.5642297e+02]]

 [[ 4.5805176e+02  4.8235983e+02  5.1024011e+02 ...  4.2696442e+02
    4.2373346e+02  4.2076135e+02]
  [ 4.6690387e+02  4.8992590e+02  5.1718939e+02 ...  4.2705902e+02
    4.2347275e+02  4.1850180e+02]
  [ 4.6719989e+02  4.9005667e+02  5.1628192e+02 ...  4.2592807e+02
    4.2579349e+02  4.2357794e+02]
  ...
  [ 4.2867380e+02  4.3285300e+02  4.4226270e+02 ...  4.8783875e+02
    4.6364166e+02  4.4686807e+02]
  [ 4.2635828e+02  4.3160223e+02  4.3725323e+02 ...  4.8935693e+02
    4.6217883e+02  4.4698923e+02]
  [ 4.2330887e+02  4.3077911e+02  4.3699796e+02 ...  4.8857980e+02
    4.6315872e+02  4.4390714e+02]]

 [[ 6.9663010e+00  7.0723996e+00  1.1864735e+00 ...  1.2900335e+01
   -9.7600661e-02 -4.6995721e+00]
  [-4.5472341e+00  2.6581028e+00  6.7773037e+00 ... -8.1659498e+00
    6.8541350e+00 -1.4707713e+01]
  [-8.3572340e+00  2.5666457e-01  1.2948449e+01 ... -2.7755580e+00
   -1.1593165e+01  1.2281054e+01]
  ...
  [ 1.1202883e+01  1.2508437e+01  6.3797984e+00 ... -4.3148461e-01
    2.1125916e+01  1.3489329e+01]
  [ 2.3752119e+01  1.7836375e+00 -6.7784004e+00 ...  1.0288189e+01
    1.1510339e+01  1.5555269e+01]
  [-5.4252348e+00  1.0244072e+01  2.2499268e+01 ...  1.7847660e+01
    6.6761494e-01 -9.4751768e+00]]]",AGN
ZTF18adakzqo,"[[[313.76123   326.75092   320.31592   ... 317.19537   305.9218
   305.57227  ]
  [318.4984    312.95483   325.45422   ... 311.74      332.21124
   304.99286  ]
  [324.08118   312.73157   324.73663   ... 334.3275    330.943
   320.648    ]
  ...
  [316.3869    325.87952   312.5658    ... 339.95868   323.66608
   310.23523  ]
  [323.99298   338.123     305.5221    ... 327.80627   334.73376
   308.25793  ]
  [329.32074   326.7688    302.87256   ... 338.39886   322.59155
   335.18402  ]]

 [[316.33804   317.9842    321.58734   ... 323.35263   319.16946
   320.26822  ]
  [316.07138   318.37317   321.9053    ... 323.5548    320.13367
   319.89233  ]
  [320.7459    317.36987   318.8607    ... 320.4882    317.29562
   318.1962   ]
  ...
  [319.0475    317.76587   319.08044   ... 320.7082    320.311
   316.67136  ]
  [320.77786   319.67136   319.01022   ... 322.8955    316.99234
   316.46454  ]
  [318.49338   318.16132   318.08765   ... 320.31598   320.5158
   319.41397  ]]

 [[ -4.872427    7.879251    3.512437  ... -10.60405    -8.323961
   -17.57264  ]
  [  6.599972   -8.363633    7.9903183 ...  -6.553299   12.210934
   -11.557229 ]
  [  2.1240063  -1.2190572   2.3197453 ...   8.476636   11.724288
     3.3972874]
  ...
  [ -8.017797   12.043088   -6.7847753 ...  12.261509    9.23309
   -17.322172 ]
  [  9.112996   17.805346  -13.809809  ...   9.951432    9.891686
    -5.9473543]
  [  7.3415823   9.693706  -12.8834915 ...  12.248011    4.98919
    13.0574465]]]",Periodic-Other
ZTF20aabpxwl,"[[[  0.          0.          0.        ... 342.14218   350.4365
   364.5126   ]
  [  0.          0.          0.        ... 354.81784   359.39713
   359.84006  ]
  [  0.          0.          0.        ... 336.4296    367.23483
   352.45786  ]
  ...
  [  0.          0.          0.        ... 359.43427   333.47937
   350.44708  ]
  [  0.          0.        340.85263   ... 350.51184   364.77692
   367.24658  ]
  [  0.          0.        356.33963   ... 355.01117   327.49646
   327.20697  ]]

 [[  0.          0.          0.        ... 349.29416   345.1255
   345.26865  ]
  [  0.          0.          0.        ... 346.72153   345.3318
   345.17023  ]
  [  0.          0.          0.        ... 346.8188    344.00327
   347.62897  ]
  ...
  [  0.          0.          0.        ... 343.06076   341.12173
   339.06744  ]
  [  0.          0.        344.1391    ... 347.03345   344.91803
   343.17047  ]
  [  0.          0.        342.93344   ... 346.2376    344.7862
   342.48874  ]]

 [[  0.          0.          0.        ...  -2.590048    5.9045715
    16.68769  ]
  [  0.          0.          0.        ...   3.8762922  17.44741
    13.6007185]
  [  0.          0.          0.        ...  -8.127371   19.7665
     6.754975 ]
  ...
  [  0.          0.          0.        ...  16.93055    -9.725608
    13.047905 ]
  [  0.          0.         17.324442  ...   3.113499   22.997751
    24.030123 ]
  [  0.          0.         26.303343  ...  12.637909  -21.092003
   -14.78995  ]]]",AGN
ZTF18acvvzoj,"[[[ 4.1423938e+02  4.1728680e+02  3.9576117e+02 ...  4.2278488e+02
    3.9756070e+02  4.1206674e+02]
  [ 4.2623077e+02  4.1868243e+02  4.1500439e+02 ...  4.1869803e+02
    4.1444034e+02  4.0790402e+02]
  [ 4.2023846e+02  4.1922058e+02  4.0298157e+02 ...  4.1631393e+02
    4.3198770e+02  4.2675784e+02]
  ...
  [ 4.1442395e+02  4.0866315e+02  4.0896509e+02 ...  4.2213513e+02
    4.1100757e+02  4.1138843e+02]
  [ 4.0557196e+02  4.1549805e+02  4.0865710e+02 ...  4.0846008e+02
    4.2210303e+02  4.0146637e+02]
  [ 3.9608704e+02  4.2108905e+02  4.1571173e+02 ...  4.1394116e+02
    4.1196307e+02  4.1272778e+02]]

 [[ 4.1262659e+02  4.1061966e+02  4.1275549e+02 ...  4.1090442e+02
    4.1380478e+02  4.1845831e+02]
  [ 4.1091599e+02  4.1138388e+02  4.1122586e+02 ...  4.1407474e+02
    4.1288498e+02  4.1530399e+02]
  [ 4.1678873e+02  4.1459537e+02  4.1311090e+02 ...  4.1034152e+02
    4.1060202e+02  4.1534805e+02]
  ...
  [ 4.1355856e+02  4.1358878e+02  4.1203244e+02 ...  4.1385898e+02
    4.1075446e+02  4.1220047e+02]
  [ 4.1047818e+02  4.1003625e+02  4.1247177e+02 ...  4.1276334e+02
    4.1486551e+02  4.1444818e+02]
  [ 4.1444153e+02  4.1087750e+02  4.0954437e+02 ...  4.1044525e+02
    4.1533939e+02  4.1475555e+02]]

 [[-3.6873415e-01 -6.4478860e+00  1.4530514e+01 ... -1.0067371e+01
    1.8372042e+01  4.1207538e+00]
  [-1.6358767e+01 -4.1673932e+00 -2.8147426e+00 ... -3.8665588e+00
   -4.6595273e+00  8.0368843e+00]
  [-2.8442674e+00 -9.5580168e+00  1.1447928e+01 ... -3.4653022e+00
   -1.7025276e+01 -1.4060877e+01]
  ...
  [-1.9857150e+00  4.9342470e+00  2.9345262e+00 ... -7.4061389e+00
   -1.5440801e+00  3.9616683e+00]
  [ 7.7553344e+00 -6.5617480e+00  3.5299010e+00 ...  7.0268006e+00
   -7.6612077e+00  1.2068769e+01]
  [ 1.6355902e+01 -7.1166992e+00 -5.4608202e+00 ... -3.2341433e+00
    1.0499586e+00  5.7118809e-01]]]",AGN
ZTF18acpeeun,"[[[ 2.29533905e+02  2.22457184e+02  2.45689362e+02 ...  2.43451813e+02
    2.30208466e+02  2.42432007e+02]
  [ 2.24588043e+02  2.26753143e+02  2.18223541e+02 ...  2.30309967e+02
    2.13182831e+02  2.28103821e+02]
  [ 2.28293243e+02  2.31483368e+02  2.28110138e+02 ...  2.24448883e+02
    2.35877167e+02  2.35012634e+02]
  ...
  [ 2.27504700e+02  2.26484680e+02  2.40381775e+02 ...  2.37669159e+02
    2.29537994e+02  2.30578888e+02]
  [ 2.31541260e+02  2.25834412e+02  2.35633240e+02 ...  2.39874542e+02
    2.30956146e+02  2.37100006e+02]
  [ 2.39209351e+02  2.36800110e+02  2.34786377e+02 ...  2.16272247e+02
    2.40072968e+02  2.20560150e+02]]

 [[ 2.30863159e+02  2.31729523e+02  2.29514847e+02 ...  2.33444702e+02
    2.29747147e+02  2.28834076e+02]
  [ 2.30502563e+02  2.31660355e+02  2.31624588e+02 ...  2.32337158e+02
    2.31065948e+02  2.28930359e+02]
  [ 2.31866257e+02  2.30716263e+02  2.33230804e+02 ...  2.29778625e+02
    2.30633331e+02  2.31588852e+02]
  ...
  [ 2.30161377e+02  2.32977921e+02  2.31659042e+02 ...  2.31551437e+02
    2.33944046e+02  2.30738785e+02]
  [ 2.31775482e+02  2.28950439e+02  2.32371552e+02 ...  2.30182526e+02
    2.30671509e+02  2.31195358e+02]
  [ 2.30787704e+02  2.29171143e+02  2.30391861e+02 ...  2.30844482e+02
    2.29875076e+02  2.30614578e+02]]

 [[ 1.71155143e+00 -8.00925159e+00  1.20628414e+01 ...  7.84925652e+00
   -2.18719974e-01  1.13063936e+01]
  [-8.44945526e+00 -1.90913618e+00 -1.39403667e+01 ...  1.60658157e+00
   -1.66268215e+01 -1.38594115e+00]
  [ 1.12284720e+00 -2.60242271e+00  2.94985843e+00 ... -8.86538124e+00
    7.46134520e+00  4.30704975e+00]
  ...
  [-2.30959082e+00 -3.36263108e+00  7.59188986e+00 ...  7.58647823e+00
   -9.37070549e-02 -2.63092017e+00]
  [ 9.10483479e-01 -6.93506145e+00  4.11809349e+00 ...  8.10704327e+00
   -1.28842258e+00  9.57028294e+00]
  [ 8.20835590e+00  1.13278675e+01  3.01721191e+00 ... -1.96055832e+01
    1.52151680e+01 -1.56300116e+01]]]",AGN
ZTF19aaskkpj,"[[[210.81393   204.14877   191.53055   ... 206.67392   203.36673
   192.22626  ]
  [200.35898   190.06094   197.0314    ... 186.70468   208.27109
   185.37512  ]
  [225.64493   204.84573   207.04922   ... 193.00626   195.17001
   208.85358  ]
  ...
  [191.1549    203.69324   192.13861   ... 207.42557   206.392
   194.54129  ]
  [188.78107   218.29034   217.35992   ... 204.78635   199.86105
   200.9183   ]
  [203.94531   190.4389    186.71045   ... 196.6196    212.07523
   198.02332  ]]

 [[200.66757   197.9614    201.27841   ... 198.60869   199.35066
   199.4329   ]
  [201.43234   201.57233   200.38844   ... 202.38467   200.27979
   202.80077  ]
  [202.30849   204.7138    203.95956   ... 205.774     200.34259
   202.18633  ]
  ...
  [202.4501    203.3771    200.93483   ... 201.11725   200.32436
   200.38496  ]
  [201.50432   203.23636   201.6394    ... 200.77391   199.96178
   200.444    ]
  [200.19789   201.83092   200.57976   ... 200.94019   201.31505
   200.96045  ]]

 [[ -7.1238427  -6.3895316   8.739013  ...  -6.761224   -7.0265765
     8.428599 ]
  [ -1.2537708  10.5562725   8.261494  ...  22.89794    -9.972387
    16.619877 ]
  [-18.92489    -5.1695485  -2.0625854 ...  11.231776    6.98273
    -7.897621 ]
  ...
  [ 12.485056   -5.982812    7.6296735 ...  -6.30273    -6.105631
     5.429839 ]
  [ 12.13689    -8.117912  -20.463398  ...  -1.8357025  -2.1761522
     1.009195 ]
  [ -6.3560767   7.257885   15.497933  ...   9.368965  -12.295606
     3.346315 ]]]",Periodic-Other
ZTF18aacafeb,"[[[185.91986    174.99255    190.96735    ... 166.58005    171.35403
   177.3406    ]
  [184.89294    158.85828    169.706      ... 169.13425    180.97238
   164.49234   ]
  [166.99023    171.52875    171.80768    ... 188.80405    152.47232
   180.4584    ]
  ...
  [170.90585    169.272      162.39267    ... 177.42142    170.41849
   199.38992   ]
  [194.37268    165.31061    171.68274    ... 169.7247     171.16708
   173.00156   ]
  [170.20596    164.57138    188.88193    ... 161.67688    186.73712
   163.1618    ]]

 [[172.36256    172.40944    172.70645    ... 174.39864    174.36015
   173.22601   ]
  [172.43646    171.54839    173.86693    ... 174.45262    175.43169
   173.84903   ]
  [172.92995    172.81316    174.08844    ... 172.56888    172.53574
   172.20358   ]
  ...
  [173.97461    172.49998    173.22563    ... 172.84813    173.25177
   173.82678   ]
  [172.23933    172.90683    172.72073    ... 173.41777    172.83401
   174.88972   ]
  [173.18178    172.31506    174.08311    ... 174.9166     173.3556
   174.08975   ]]

 [[ 17.50446     -0.52645385  20.156506   ... -13.956692     2.7332907
     0.54132825]
  [  7.634966   -13.238738    -7.385483   ...   2.5560994    1.8123993
    -6.562973  ]
  [ -1.5995463    0.62632835   1.7770522  ...  11.337004   -17.420206
     7.2894635 ]
  ...
  [  3.3339753   -7.9311867  -11.065722   ...   4.429324    -1.9248012
    22.471546  ]
  [ 18.810785    -5.9260325    0.71383154 ...  -7.860116    -2.8786294
    -3.0320501 ]
  [  0.5869015  -10.817142    14.359649   ... -10.899696    17.605255
    -9.629472  ]]]",Periodic-Other
ZTF18aaaizta,"[[[ 2.25521667e+02  2.10671753e+02  1.89632202e+02 ...  2.13499268e+02
    2.20751282e+02  2.16644348e+02]
  [ 2.07405579e+02  1.87914185e+02  2.08909515e+02 ...  2.20019775e+02
    2.09293091e+02  2.07973938e+02]
  [ 2.08397705e+02  2.00305542e+02  1.92579346e+02 ...  2.20838196e+02
    2.17396118e+02  1.99646515e+02]
  ...
  [ 2.04528076e+02  2.05050293e+02  2.19090698e+02 ...  2.18960754e+02
    2.25391235e+02  2.26602844e+02]
  [ 1.95195923e+02  2.02585999e+02  2.21940369e+02 ...  2.27026672e+02
    2.03955078e+02  2.19959656e+02]
  [ 2.06991333e+02  2.08481689e+02  2.00370331e+02 ...  2.06453613e+02
    2.26658997e+02  2.17296936e+02]]

 [[ 2.08700195e+02  2.08838791e+02  2.09186920e+02 ...  2.07188095e+02
    2.07577560e+02  2.07540237e+02]
  [ 2.08072739e+02  2.06873077e+02  2.07321503e+02 ...  2.06708237e+02
    2.09923340e+02  2.06912811e+02]
  [ 2.08147690e+02  2.08418961e+02  2.07932755e+02 ...  2.08133362e+02
    2.09703110e+02  2.07557037e+02]
  ...
  [ 2.08621658e+02  2.06856506e+02  2.05939728e+02 ...  2.07714539e+02
    2.07128433e+02  2.07961700e+02]
  [ 2.07752747e+02  2.08874908e+02  2.07829407e+02 ...  2.06689926e+02
    2.07080597e+02  2.07278259e+02]
  [ 2.09780212e+02  2.07544983e+02  2.07080872e+02 ...  2.09539383e+02
    2.07772354e+02  2.08245514e+02]]

 [[-1.42964773e+01 -4.78498316e+00  1.54542980e+01 ... -7.21690130e+00
   -1.06140900e+01 -9.09171295e+00]
  [ 1.30203575e-01  2.15517864e+01  2.49966049e+00 ... -1.09428148e+01
   -1.60380852e+00 -8.30523312e-01]
  [ 1.21260893e+00  3.69635797e+00  1.64399204e+01 ... -1.60718365e+01
   -7.64786339e+00  7.41248608e+00]
  ...
  [ 6.77784395e+00  1.97501135e+00 -1.36625051e+01 ... -9.59677029e+00
   -1.39187078e+01 -1.93692589e+01]
  [ 1.06045828e+01  5.73392200e+00 -1.18092804e+01 ... -1.96294518e+01
   -1.14861570e-01 -8.92611027e+00]
  [ 2.16127229e+00  1.62541711e+00  4.09108353e+00 ...  5.32494879e+00
   -1.88352757e+01 -1.29162445e+01]]]",Periodic-Other
ZTF20aabqmco,"[[[333.42175    346.40265    314.11987    ... 333.23068    339.4149
   322.65762   ]
  [329.81903    327.17303    337.34192    ... 337.07578    337.23727
   320.80063   ]
  [329.76575    322.1532     333.31683    ... 346.62405    356.80655
   323.67587   ]
  ...
  [315.4897     337.50586    325.07446    ... 332.9773     348.97296
   331.86792   ]
  [314.6184     328.24188    340.21454    ... 324.63617    327.2494
   336.9903    ]
  [345.24432    333.052      327.23462    ... 327.43042    322.5943
   322.18652   ]]

 [[331.90698    329.3464     329.4106     ... 334.42407    330.0794
   328.0775    ]
  [330.06006    331.67508    329.64273    ... 332.99652    328.98218
   332.48193   ]
  [331.05753    329.50616    329.02145    ... 330.4108     330.2384
   328.28702   ]
  ...
  [324.46735    329.1532     331.93793    ... 328.49677    331.43558
   325.91177   ]
  [327.47943    330.6701     330.42734    ... 331.2279     331.56326
   330.63666   ]
  [331.51358    329.77713    328.00754    ... 333.9483     330.59845
   332.7092    ]]

 [[ -1.9611586  -14.768066    12.8999405  ...   2.1252518   -7.2891054
     3.0852988 ]
  [ -0.83412635   4.287151    -6.2665043  ...  -5.1674924  -11.268836
    13.764269  ]
  [ -1.2521482   11.202763    -7.013762   ... -14.911608   -25.167915
     3.409076  ]
  ...
  [  8.268823    -5.4519863    3.9383724  ...  -5.6486583  -15.173408
    -8.571717  ]
  [ 11.503095     3.2344363   -9.501399   ...   6.6373115    6.3161144
    -6.6010637 ]
  [-15.125011    -2.818769     0.60506487 ...   6.759635     4.753069
    12.648389  ]]]",QSO
ZTF19aanwjeb,"[[[ 3.0441614e+02  3.5057095e+02  3.2040598e+02 ...  3.1885648e+02
    2.9585153e+02  3.0201920e+02]
  [ 3.2009384e+02  3.1444830e+02  3.3856726e+02 ...  3.2165619e+02
    3.0400500e+02  3.1301208e+02]
  [ 3.0523666e+02  2.9903815e+02  3.2426361e+02 ...  3.3479303e+02
    2.9838226e+02  3.2927692e+02]
  ...
  [ 3.1656595e+02  3.1833154e+02  3.1177002e+02 ...  3.2594907e+02
    3.3536124e+02  3.1357132e+02]
  [ 3.1132938e+02  3.1334460e+02  3.1698761e+02 ...  3.2309409e+02
    3.2036111e+02  3.1655789e+02]
  [ 3.2825186e+02  3.0662579e+02  2.9814844e+02 ...  3.2541147e+02
    3.1959311e+02  3.1486075e+02]]

 [[ 3.1909583e+02  3.1749081e+02  3.1526093e+02 ...  3.1622424e+02
    3.1850739e+02  3.1691147e+02]
  [ 3.1862982e+02  3.1447031e+02  3.1422836e+02 ...  3.1648972e+02
    3.1773822e+02  3.1398105e+02]
  [ 3.1701395e+02  3.1660736e+02  3.1515869e+02 ...  3.1500262e+02
    3.1715598e+02  3.1869858e+02]
  ...
  [ 3.1740320e+02  3.1819827e+02  3.2040500e+02 ...  3.1847391e+02
    3.2002216e+02  3.2008304e+02]
  [ 3.1667432e+02  3.1536487e+02  3.1716180e+02 ...  3.1810001e+02
    3.1760312e+02  3.1720334e+02]
  [ 3.1769833e+02  3.1629330e+02  3.1595804e+02 ...  3.1844095e+02
    3.1488843e+02  3.1611420e+02]]

 [[ 1.1620603e+01 -3.4149448e+01 -6.9930940e+00 ... -6.4217222e-01
    2.2320644e+01  1.7614037e+01]
  [-2.6852896e+00  5.2245193e+00 -2.4340170e+01 ... -8.1955585e+00
    1.5327792e+01 -2.4624276e+00]
  [ 1.3656955e+01  1.4799710e+01 -8.7743340e+00 ... -1.6957218e+01
    1.9602556e+01 -6.8601360e+00]
  ...
  [ 1.5066166e+00  6.9558179e-01  6.6014948e+00 ... -7.1092896e+00
   -1.7035389e+01  7.6799550e+00]
  [ 4.4317608e+00  3.1522179e-01  1.5385431e+00 ... -3.4572847e+00
   -5.5835634e-01  1.7256239e-01]
  [-1.0666680e+01  1.2161210e+01  1.8883228e+01 ... -1.0566775e+01
   -6.4503627e+00  2.1355603e+00]]]",Periodic-Other
ZTF18acvvygv,"[[[ 3.2502173e+02  3.2918140e+02  3.2078558e+02 ...  3.3374072e+02
    3.3559332e+02  3.3816486e+02]
  [ 3.4556750e+02  3.4655737e+02  3.3192761e+02 ...  3.4591132e+02
    3.3496759e+02  3.4038928e+02]
  [ 3.5199268e+02  3.4143481e+02  3.4501428e+02 ...  3.4183026e+02
    3.5824731e+02  3.3448273e+02]
  ...
  [ 3.2669055e+02  3.7109424e+02  3.1499268e+02 ...  3.4693130e+02
    3.2380484e+02  3.4088181e+02]
  [ 3.4886908e+02  3.4908850e+02  3.3446008e+02 ...  3.3761826e+02
    3.3468503e+02  3.4001749e+02]
  [ 3.6347473e+02  3.2728540e+02  3.4597791e+02 ...  3.4670349e+02
    3.4719641e+02  3.4946399e+02]]

 [[ 3.4265854e+02  3.3971283e+02  3.4307410e+02 ...  3.4046841e+02
    3.3992380e+02  3.4250327e+02]
  [ 3.3745065e+02  3.4102567e+02  3.4038120e+02 ...  3.4099927e+02
    3.4247729e+02  3.4240155e+02]
  [ 3.4184708e+02  3.4370990e+02  3.4027026e+02 ...  3.4212256e+02
    3.4284515e+02  3.4001031e+02]
  ...
  [ 3.4173990e+02  3.4323611e+02  3.4508395e+02 ...  3.4250104e+02
    3.4163739e+02  3.4175174e+02]
  [ 3.4161835e+02  3.4116568e+02  3.3905585e+02 ...  3.3858585e+02
    3.4512128e+02  3.4504114e+02]
  [ 3.3938644e+02  3.3960541e+02  3.3674963e+02 ...  3.4236658e+02
    3.4400580e+02  3.4061349e+02]]

 [[-1.5173116e+01 -1.0917172e+01 -2.3625172e+01 ... -4.6271558e+00
   -9.7618990e+00 -3.3509374e+00]
  [ 6.9574490e+00  3.3744450e+00 -4.4255881e+00 ...  6.5107675e+00
   -4.2949915e+00 -2.0617003e+00]
  [ 1.1435494e+01 -2.4030056e+00  2.4811652e+00 ... -2.5638750e+00
    1.3820593e+01 -4.0830908e+00]
  ...
  [-1.5955025e+01  3.0613602e+01 -2.8827766e+01 ...  3.2570410e+00
   -1.7974716e+01 -5.1146865e-01]
  [ 1.1157666e+01  2.1251040e+00 -2.2771379e-01 ... -3.2886319e+00
   -1.0343733e+01 -5.8157792e+00]
  [ 2.5456417e+01 -1.3427869e+01  8.5402040e+00 ...  5.8602819e+00
    6.4881983e+00  9.6628580e+00]]]",Periodic-Other
ZTF19aaapbzr,"[[[335.28085    318.67093    332.56772    ... 310.34616    286.95773
   301.5455    ]
  [329.09988    338.77115    333.4648     ... 309.44052    310.5295
   315.14517   ]
  [326.03287    319.83224    338.69168    ... 316.33292    303.5627
   308.2419    ]
  ...
  [313.18497    312.31003    293.28555    ... 348.49747    341.53726
   336.9316    ]
  [329.79147    295.4421     324.4468     ... 345.07443    316.79337
   336.0643    ]
  [310.40634    316.63113    298.75876    ... 351.95633    339.5148
   318.00906   ]]

 [[333.25095    335.20288    335.9699     ... 303.3616     305.3882
   304.40646   ]
  [333.0046     333.7041     337.00125    ... 302.04007    303.2959
   303.63565   ]
  [329.80872    336.0475     333.83383    ... 302.9457     303.33997
   304.27225   ]
  ...
  [307.0924     306.24207    309.0542     ... 333.80667    327.83255
   323.3385    ]
  [304.6654     305.9473     306.0501     ... 335.99762    330.65366
   323.5135    ]
  [306.6297     305.6533     309.1462     ... 332.0408     329.76227
   327.56992   ]]

 [[ -4.2613125   11.752346     4.232108   ...  -7.6775904   17.829094
     2.8925734 ]
  [  1.649648    -1.9236058    0.4153144  ...  -5.140576    -8.99154
   -10.49917   ]
  [  1.0595683   12.536577    -2.115803   ... -13.289363     0.82649106
    -4.057891  ]
  ...
  [ -8.727046    -4.3605824   12.709385   ... -12.145051   -12.2031
   -13.104253  ]
  [-24.434664     9.122444   -14.540737   ... -12.70322     14.538977
   -10.31025   ]
  [ -2.5329943  -10.941457     7.893161   ... -18.294987   -13.231729
    10.677875  ]]]",AGN
ZTF19aalzgzf,"[[[ 2.0758713e+02  2.3749091e+02  2.2072232e+02 ...  2.5140308e+02
    2.4198279e+02  2.3525677e+02]
  [ 2.3019562e+02  2.2243750e+02  2.3113013e+02 ...  2.2285400e+02
    2.2063876e+02  2.4037024e+02]
  [ 2.4518024e+02  2.3634375e+02  2.3046521e+02 ...  2.4478500e+02
    2.3378098e+02  2.2135513e+02]
  ...
  [ 2.3322122e+02  2.4528659e+02  2.3854660e+02 ...  2.2657327e+02
    2.2078540e+02  2.1622546e+02]
  [ 2.1698764e+02  2.1860898e+02  2.3199008e+02 ...  2.4134271e+02
    2.4072150e+02  2.2764056e+02]
  [ 2.1696747e+02  2.2977670e+02  2.1483289e+02 ...  2.2016586e+02
    2.2654944e+02  2.3945966e+02]]

 [[ 2.3222266e+02  2.3539325e+02  2.3171930e+02 ...  2.3244846e+02
    2.3274570e+02  2.3538429e+02]
  [ 2.3335246e+02  2.3250832e+02  2.3045927e+02 ...  2.3220740e+02
    2.3496947e+02  2.3269257e+02]
  [ 2.3171381e+02  2.3034778e+02  2.3502332e+02 ...  2.2908110e+02
    2.3296701e+02  2.3489618e+02]
  ...
  [ 2.3199210e+02  2.3297987e+02  2.3195477e+02 ...  2.3474803e+02
    2.3163231e+02  2.3735524e+02]
  [ 2.3256525e+02  2.3082491e+02  2.2902689e+02 ...  2.3509164e+02
    2.3494440e+02  2.3039061e+02]
  [ 2.3227097e+02  2.3278331e+02  2.3333452e+02 ...  2.3845352e+02
    2.3506187e+02  2.3179318e+02]]

 [[ 3.0677351e+01 -1.2423433e+00  5.6245823e+00 ... -2.3467356e+01
   -4.8982263e+00 -5.7163844e+00]
  [-5.4683399e+00  1.1850429e+01  3.2542291e+00 ...  1.2328488e+01
    1.1212340e+01 -4.1770896e-01]
  [-9.4757805e+00 -7.4300947e+00  2.9260731e+00 ... -1.5507488e+01
   -7.7942413e-01  9.7679729e+00]
  ...
  [ 4.5483488e-01 -1.2555480e+01 -9.1253033e+00 ...  2.5723391e+00
    1.0991710e+01  2.0224571e+01]
  [ 1.5131500e+01  1.5352369e+01  2.0760813e+00 ... -1.5129935e+00
   -1.0723366e+01  3.1511965e+00]
  [ 1.0885430e+01 -2.4159727e-01  2.1772448e+01 ...  1.3127589e+01
    1.9208302e+01 -8.2559452e+00]]]",QSO
ZTF18acvwaun,"[[[413.06262    402.82104    410.16815    ... 431.33893    416.84735
   410.70483   ]
  [396.83936    387.62463    398.99005    ... 408.72986    394.09515
   408.2915    ]
  [401.40735    391.42822    403.90356    ... 404.2182     409.15332
   403.3266    ]
  ...
  [381.38736    426.0271     422.2367     ... 394.53424    412.24072
   410.2846    ]
  [403.9009     410.90286    402.58224    ... 416.35352    412.7937
   411.98633   ]
  [412.52966    402.20142    400.7345     ... 406.5755     416.2965
   417.9737    ]]

 [[404.93063    403.52386    405.45944    ... 402.03577    402.9603
   407.47806   ]
  [405.28156    404.3996     402.80692    ... 403.66248    399.37262
   403.72968   ]
  [403.59015    404.16592    403.34235    ... 403.91376    404.65027
   400.98657   ]
  ...
  [400.65927    404.5991     404.14758    ... 402.39917    402.22318
   404.1715    ]
  [400.0482     406.3825     406.98938    ... 399.9985     401.01575
   404.21606   ]
  [405.60907    403.55075    405.259      ... 401.64215    403.10165
   403.82175   ]]

 [[  8.035095     1.2803297    4.4176574  ...  30.299192    12.9374695
     2.84522   ]
  [ -8.959622   -18.661413    -3.7065964  ...   1.4250884   -6.930776
     5.499184  ]
  [ -0.46590978  -9.989733    -0.66193557 ...   1.0053362    7.6460986
    -2.0419273 ]
  ...
  [-20.444239    21.603455    16.978476   ...  -6.20137     13.54613
    -1.0831202 ]
  [  3.980472     4.453364    -3.9254835  ...  14.351959     7.184797
    14.926868  ]
  [  8.249794    -1.5723611   -1.6911507  ...   6.9057326   14.237692
    11.901389  ]]]",AGN
